day,hour,A_t,D_t
5,3,1,0.0
5,4,1,0.0
5,5,1,0.0
5,6,1,0.0
5,7,1,0.0
5,8,1,0.0
5,9,1,0.0
5,10,1,0.0
5,11,1,0.0
5,12,1,0.0
5,13,0,0.40967
5,14,1,0.0
5,15,1,0.0
5,16,1,0.0
5,17,0,0.7786700000000001
5,18,0,0.75558
5,19,0,0.48224000000000006
5,20,1,0.0
5,21,1,0.0
5,22,1,0.0
5,23,1,0.0
5,24,1,0.0
6,1,1,0.0
6,2,1,0.0
6,3,1,0.0
6,4,1,0.0
6,5,1,0.0
6,6,1,0.0
6,7,1,0.0
6,8,1,0.0
6,9,1,0.0
6,10,0,0.568765
6,11,0,0.72205
6,12,1,0.0
6,13,1,0.0
6,14,1,0.0
6,15,1,0.0
6,16,0,0.452665
6,17,0,0.60621
6,18,0,0.423015
6,19,0,0.48991999999999997
6,20,0,0.66887
6,21,0,0.5943649999999999
6,22,0,0.45606499999999994
6,23,0,0.423255
6,24,0,0.381695
7,1,1,0.0
7,2,1,0.0
7,3,1,0.0
7,4,1,0.0
7,5,1,0.0
7,6,1,0.0
7,7,1,0.0
7,8,1,0.0
7,9,1,0.0
7,10,1,0.0
7,11,1,0.0
7,12,1,0.0
7,13,1,0.0
7,14,0,0.487035
7,15,0,0.52754
7,16,0,0.41262499999999996
7,17,0,0.40036
7,18,0,0.4152
7,19,1,0.0
7,20,1,0.0
7,21,1,0.0
7,22,1,0.0
7,23,1,0.0
7,24,1,0.0
8,1,1,0.0
8,2,1,0.0
8,3,1,0.0
8,4,1,0.0
8,5,1,0.0
8,6,1,0.0
8,7,1,0.0
8,8,0,0.47896
8,9,0,0.39092
8,10,1,0.0
8,11,1,0.0
8,12,1,0.0
8,13,1,0.0
8,14,1,0.0
8,15,0,0.408315
8,16,1,0.0
8,17,1,0.0
8,18,1,0.0
8,19,1,0.0
8,20,0,0.42343000000000003
8,21,1,0.0
8,22,1,0.0
8,23,1,0.0
8,24,1,0.0
9,1,1,0.0
9,2,1,0.0
9,3,1,0.0
9,4,1,0.0
9,5,1,0.0
9,6,1,0.0
9,7,1,0.0
9,8,0,0.38289500000000004
9,9,0,0.49721
9,10,0,0.481635
9,11,0,0.52954
9,12,0,0.448585
9,13,1,0.0
9,14,1,0.0
9,15,1,0.0
9,16,1,0.0
9,17,1,0.0
9,18,0,0.44765
9,19,0,0.398725
9,20,0,0.48255500000000007
9,21,0,0.42122
9,22,0,0.38323
9,23,1,0.0
9,24,1,0.0
10,1,1,0.0
10,2,1,0.0
10,3,1,0.0
10,4,1,0.0
10,5,1,0.0
10,6,1,0.0
10,7,1,0.0
10,8,1,0.0
10,9,1,0.0
10,10,1,0.0
10,11,1,0.0
10,12,1,0.0
10,13,1,0.0
10,14,1,0.0
10,15,0,0.5832499999999999
10,16,0,0.721395
10,17,1,0.0
10,18,1,0.0
10,19,0,0.48666
10,20,0,0.5092300000000001
10,21,1,0.0
10,22,1,0.0
10,23,1,0.0
10,24,1,0.0
11,1,1,0.0
11,2,1,0.0
11,3,1,0.0
11,4,1,0.0
11,5,1,0.0
11,6,1,0.0
11,7,1,0.0
11,8,1,0.0
11,9,1,0.0
11,10,1,0.0
11,11,1,0.0
11,12,1,0.0
11,13,1,0.0
11,14,0,0.5006499999999999
11,15,0,0.397165
11,16,0,0.54826
11,17,1,0.0
11,18,1,0.0
11,19,1,0.0
11,20,1,0.0
11,21,1,0.0
11,22,0,0.43975000000000003
11,23,1,0.0
11,24,1,0.0
12,1,1,0.0
12,2,1,0.0
12,3,1,0.0
12,4,1,0.0
12,5,1,0.0
12,6,1,0.0
12,7,1,0.0
12,8,1,0.0
12,9,1,0.0
12,10,1,0.0
12,11,0,0.41840499999999997
12,12,0,0.41261499999999995
12,13,1,0.0
12,14,1,0.0
12,15,1,0.0
12,16,1,0.0
12,17,1,0.0
12,18,1,0.0
12,19,0,0.560615
12,20,0,0.48617
12,21,1,0.0
12,22,1,0.0
12,23,1,0.0
12,24,1,0.0
13,1,1,0.0
13,2,1,0.0
13,3,1,0.0
13,4,1,0.0
13,5,1,0.0
13,6,1,0.0
13,7,1,0.0
13,8,1,0.0
13,9,0,0.41613999999999995
13,10,0,0.414435
13,11,1,0.0
13,12,0,0.496065
13,13,1,0.0
13,14,1,0.0
13,15,1,0.0
13,16,0,0.41277499999999995
13,17,1,0.0
13,18,1,0.0
13,19,0,0.42341
13,20,0,0.51052
13,21,0,0.521875
13,22,0,0.426935
13,23,0,0.38778999999999997
13,24,1,0.0
14,1,1,0.0
14,2,1,0.0
14,3,1,0.0
14,4,1,0.0
14,5,1,0.0
14,6,1,0.0
14,7,1,0.0
14,8,1,0.0
14,9,0,0.529975
14,10,1,0.0
14,11,1,0.0
14,12,0,0.538635
14,13,0,0.72884
14,14,0,0.546625
14,15,0,0.595615
14,16,1,0.0
14,17,0,0.54895
14,18,0,0.57828
14,19,0,0.45856499999999994
14,20,0,0.590445
14,21,0,0.514795
14,22,1,0.0
14,23,1,0.0
14,24,1,0.0
15,1,1,0.0
15,2,1,0.0
15,3,1,0.0
15,4,1,0.0
15,5,1,0.0
15,6,1,0.0
15,7,1,0.0
15,8,1,0.0
15,9,0,0.538225
15,10,0,0.48501
15,11,0,0.5026550000000001
15,12,1,0.0
15,13,0,0.43121000000000004
15,14,1,0.0
15,15,0,0.38582
15,16,1,0.0
15,17,0,0.5820799999999999
15,18,0,0.64173
15,19,0,0.425105
15,20,0,0.90238
15,21,0,0.8082299999999999
15,22,0,0.471865
15,23,1,0.0
15,24,1,0.0
16,1,1,0.0
16,2,1,0.0
16,3,1,0.0
16,4,1,0.0
16,5,1,0.0
16,6,1,0.0
16,7,1,0.0
16,8,0,0.40707
16,9,1,0.0
16,10,0,0.426555
16,11,1,0.0
16,12,1,0.0
16,13,1,0.0
16,14,1,0.0
16,15,0,0.61498
16,16,0,0.68747
16,17,0,0.7017450000000001
16,18,0,0.731845
16,19,0,0.548805
16,20,0,0.5102300000000001
16,21,1,0.0
16,22,1,0.0
16,23,1,0.0
16,24,1,0.0
17,1,1,0.0
17,2,1,0.0
17,3,1,0.0
17,4,1,0.0
17,5,1,0.0
17,6,1,0.0
17,7,1,0.0
17,8,1,0.0
17,9,1,0.0
17,10,0,0.38821
17,11,0,0.749225
17,12,1,0.0
17,13,1,0.0
17,14,1,0.0
17,15,0,0.406975
17,16,0,0.47344
17,17,0,0.6926599999999999
17,18,0,0.70435
17,19,0,0.584115
17,20,1,0.0
17,21,1,0.0
17,22,1,0.0
17,23,1,0.0
17,24,1,0.0
18,1,1,0.0
18,2,1,0.0
18,3,1,0.0
18,4,1,0.0
18,5,1,0.0
18,6,1,0.0
18,7,1,0.0
18,8,1,0.0
18,9,1,0.0
18,10,1,0.0
18,11,1,0.0
18,12,1,0.0
18,13,1,0.0
18,14,0,0.580895
18,15,0,0.65834
18,16,0,0.52974
18,17,0,0.48916
18,18,1,0.0
18,19,1,0.0
18,20,1,0.0
18,21,1,0.0
18,22,1,0.0
18,23,1,0.0
18,24,1,0.0
19,1,1,0.0
19,2,1,0.0
19,3,1,0.0
19,4,1,0.0
19,5,1,0.0
19,6,1,0.0
19,7,1,0.0
19,8,1,0.0
19,9,1,0.0
19,10,1,0.0
19,11,1,0.0
19,12,1,0.0
19,13,1,0.0
19,14,1,0.0
19,15,1,0.0
19,16,0,0.724155
19,17,0,0.923275
19,18,0,0.719255
19,19,0,0.674515
19,20,1,0.0
19,21,1,0.0
19,22,1,0.0
19,23,1,0.0
19,24,1,0.0
20,1,1,0.0
20,2,1,0.0
20,3,1,0.0
20,4,1,0.0
20,5,1,0.0
20,6,1,0.0
20,7,1,0.0
20,8,1,0.0
20,9,1,0.0
20,10,1,0.0
20,11,0,0.389855
20,12,1,0.0
20,13,0,0.39558
20,14,1,0.0
20,15,0,0.49528
20,16,0,0.592885
20,17,1,0.0
20,18,1,0.0
20,19,1,0.0
20,20,0,0.49809
20,21,1,0.0
20,22,1,0.0
20,23,1,0.0
20,24,1,0.0
21,1,1,0.0
21,2,1,0.0
21,3,1,0.0
21,4,1,0.0
21,5,1,0.0
21,6,1,0.0
21,7,1,0.0
21,8,0,0.657405
21,9,0,0.554245
21,10,1,0.0
21,11,1,0.0
21,12,1,0.0
21,13,1,0.0
21,14,1,0.0
21,15,1,0.0
21,16,0,0.523275
21,17,0,0.45679499999999995
21,18,0,0.48342999999999997
21,19,0,0.72509
21,20,0,0.51559
21,21,0,0.4964
21,22,1,0.0
21,23,1,0.0
21,24,1,0.0
22,1,1,0.0
22,2,1,0.0
22,3,1,0.0
22,4,1,0.0
22,5,1,0.0
22,6,1,0.0
22,7,1,0.0
22,8,1,0.0
22,9,1,0.0
22,10,0,0.49365000000000003
22,11,0,0.5641149999999999
22,12,0,0.44689
22,13,1,0.0
22,14,0,0.721765
22,15,0,0.64567
22,16,0,0.504895
22,17,0,0.418315
22,18,0,0.46192
22,19,0,0.4107
22,20,1,0.0
22,21,1,0.0
22,22,1,0.0
22,23,1,0.0
22,24,1,0.0
23,1,1,0.0
23,2,1,0.0
23,3,1,0.0
23,4,1,0.0
23,5,1,0.0
23,6,1,0.0
23,7,1,0.0
23,8,1,0.0
23,9,0,0.396115
23,10,1,0.0
23,11,1,0.0
23,12,1,0.0
23,13,1,0.0
23,14,1,0.0
23,15,1,0.0
23,16,0,0.40338999999999997
23,17,0,0.409285
23,18,1,0.0
23,19,0,0.49061
23,20,0,0.56858
23,21,1,0.0
23,22,0,0.43595500000000004
23,23,1,0.0
23,24,1,0.0
24,1,1,0.0
24,2,1,0.0
24,3,1,0.0
24,4,1,0.0
24,5,1,0.0
24,6,1,0.0
24,7,1,0.0
24,8,1,0.0
24,9,0,0.40185999999999994
24,10,1,0.0
24,11,1,0.0
24,12,0,0.428495
24,13,1,0.0
24,14,1,0.0
24,15,0,0.60158
24,16,0,0.687545
24,17,0,0.635225
24,18,1,0.0
24,19,1,0.0
24,20,0,0.55303
24,21,1,0.0
24,22,1,0.0
24,23,1,0.0
24,24,1,0.0
25,1,1,0.0
25,2,1,0.0
25,3,1,0.0
25,4,1,0.0
25,5,1,0.0
25,6,1,0.0
25,7,1,0.0
25,8,1,0.0
25,9,1,0.0
25,10,1,0.0
25,11,1,0.0
25,12,1,0.0
25,13,0,0.42908
25,14,0,0.453955
25,15,1,0.0
25,16,1,0.0
25,17,1,0.0
25,18,1,0.0
25,19,0,0.546765
25,20,0,0.561905
25,21,0,0.69971
25,22,0,0.574485
25,23,1,0.0
25,24,1,0.0
26,1,1,0.0
26,2,1,0.0
26,3,1,0.0
26,4,1,0.0
26,5,1,0.0
26,6,1,0.0
26,7,1,0.0
26,8,1,0.0
26,9,1,0.0
26,10,1,0.0
26,11,0,0.38823499999999994
26,12,0,0.405565
26,13,1,0.0
26,14,1,0.0
26,15,1,0.0
26,16,1,0.0
26,17,1,0.0
26,18,1,0.0
26,19,0,0.509555
26,20,0,0.44709499999999996
26,21,0,0.4888
26,22,0,0.38701499999999994
26,23,1,0.0
26,24,1,0.0
27,1,1,0.0
27,2,1,0.0
27,3,1,0.0
27,4,1,0.0
27,5,1,0.0
27,6,1,0.0
27,7,1,0.0
27,8,1,0.0
27,9,1,0.0
27,10,0,0.39482500000000004
27,11,1,0.0
27,12,1,0.0
27,13,1,0.0
27,14,1,0.0
27,15,1,0.0
27,16,1,0.0
27,17,0,0.429625
27,18,0,0.39789499999999994
27,19,1,0.0
27,20,1,0.0
27,21,1,0.0
27,22,1,0.0
27,23,1,0.0
27,24,1,0.0
28,1,1,0.0
28,2,1,0.0
28,3,1,0.0
28,4,1,0.0
28,5,1,0.0
28,6,1,0.0
28,7,1,0.0
28,8,1,0.0
28,9,1,0.0
28,10,1,0.0
28,11,1,0.0
28,12,1,0.0
28,13,1,0.0
28,14,1,0.0
28,15,1,0.0
28,16,0,0.44555500000000003
28,17,0,0.9121049999999999
28,18,0,0.6997
28,19,0,0.570695
28,20,1,0.0
28,21,1,0.0
28,22,1,0.0
28,23,1,0.0
28,24,1,0.0
29,1,1,0.0
29,2,1,0.0
29,3,1,0.0
29,4,1,0.0
29,5,1,0.0
29,6,1,0.0
29,7,1,0.0
29,8,1,0.0
29,9,1,0.0
29,10,1,0.0
29,11,1,0.0
29,12,1,0.0
29,13,0,0.506815
29,14,0,0.47670999999999997
29,15,1,0.0
29,16,0,0.518315
29,17,0,0.46603
29,18,0,0.51192
29,19,1,0.0
29,20,1,0.0
29,21,1,0.0
29,22,1,0.0
29,23,1,0.0
29,24,1,0.0
30,1,1,0.0
30,2,1,0.0
30,3,1,0.0
30,4,1,0.0
30,5,1,0.0
30,6,1,0.0
30,7,1,0.0
30,8,1,0.0
30,9,1,0.0
30,10,0,0.383705
30,11,0,0.41948500000000005
30,12,1,0.0
30,13,1,0.0
30,14,1,0.0
30,15,1,0.0
30,16,1,0.0
30,17,1,0.0
30,18,1,0.0
30,19,0,0.40509999999999996
30,20,1,0.0
30,21,1,0.0
30,22,1,0.0
30,23,1,0.0
30,24,1,0.0
31,1,1,0.0
31,2,1,0.0
31,3,1,0.0
31,4,1,0.0
31,5,1,0.0
31,6,1,0.0
31,7,1,0.0
31,8,0,0.5771350000000001
31,9,0,0.41332500000000005
31,10,0,0.42581
31,11,1,0.0
31,12,1,0.0
31,13,1,0.0
31,14,1,0.0
31,15,1,0.0
31,16,1,0.0
31,17,0,0.780945
31,18,0,0.78747
31,19,1,0.0
31,20,1,0.0
31,21,1,0.0
31,22,1,0.0
31,23,0,0.39668
31,24,1,0.0
32,1,1,0.0
32,2,1,0.0
32,3,1,0.0
32,4,1,0.0
32,5,1,0.0
32,6,1,0.0
32,7,1,0.0
32,8,1,0.0
32,9,1,0.0
32,10,1,0.0
32,11,1,0.0
32,12,1,0.0
32,13,1,0.0
32,14,1,0.0
32,15,1,0.0
32,16,1,0.0
32,17,1,0.0
32,18,1,0.0
32,19,1,0.0
32,20,1,0.0
32,21,1,0.0
32,22,1,0.0
32,23,1,0.0
32,24,1,0.0
33,1,1,0.0
33,2,1,0.0
33,3,1,0.0
33,4,1,0.0
33,5,1,0.0
33,6,1,0.0
33,7,1,0.0
33,8,1,0.0
33,9,1,0.0
33,10,1,0.0
33,11,1,0.0
33,12,0,0.7621300000000001
33,13,0,0.889875
33,14,0,0.6661499999999999
33,15,0,0.45531
33,16,0,0.626105
33,17,0,0.476075
33,18,1,0.0
33,19,1,0.0
33,20,1,0.0
33,21,1,0.0
33,22,1,0.0
33,23,1,0.0
33,24,1,0.0
34,1,1,0.0
34,2,1,0.0
34,3,1,0.0
34,4,1,0.0
34,5,1,0.0
34,6,1,0.0
34,7,1,0.0
34,8,1,0.0
34,9,1,0.0
34,10,1,0.0
34,11,1,0.0
34,12,1,0.0
34,13,1,0.0
34,14,1,0.0
34,15,0,0.489775
34,16,0,0.47909999999999997
34,17,1,0.0
34,18,1,0.0
34,19,0,0.5989800000000001
34,20,1,0.0
34,21,1,0.0
34,22,1,0.0
34,23,1,0.0
34,24,1,0.0
35,1,1,0.0
35,2,1,0.0
35,3,1,0.0
35,4,1,0.0
35,5,1,0.0
35,6,1,0.0
35,7,1,0.0
35,8,0,0.46966
35,9,1,0.0
35,10,1,0.0
35,11,1,0.0
35,12,1,0.0
35,13,0,0.41849000000000003
35,14,1,0.0
35,15,1,0.0
35,16,1,0.0
35,17,0,0.523265
35,18,1,0.0
35,19,0,0.5736
35,20,0,0.7090949999999999
35,21,0,0.6701700000000002
35,22,0,0.405285
35,23,1,0.0
35,24,1,0.0
36,1,1,0.0
36,2,1,0.0
36,3,1,0.0
36,4,1,0.0
36,5,1,0.0
36,6,1,0.0
36,7,1,0.0
36,8,1,0.0
36,9,1,0.0
36,10,1,0.0
36,11,1,0.0
36,12,1,0.0
36,13,1,0.0
36,14,0,0.550625
36,15,0,0.52077
36,16,0,0.50421
36,17,0,0.49477499999999996
36,18,0,0.528335
36,19,0,0.44020500000000007
36,20,1,0.0
36,21,1,0.0
36,22,1,0.0
36,23,1,0.0
36,24,1,0.0
37,1,1,0.0
37,2,1,0.0
37,3,1,0.0
37,4,1,0.0
37,5,1,0.0
37,6,1,0.0
37,7,1,0.0
37,8,1,0.0
37,9,1,0.0
37,10,1,0.0
37,11,0,0.468655
37,12,0,0.46909
37,13,0,0.43341
37,14,1,0.0
37,15,1,0.0
37,16,0,0.43436
37,17,0,0.60126
37,18,0,0.5114500000000001
37,19,0,0.38743500000000003
37,20,0,0.5579700000000001
37,21,0,0.50277
37,22,0,0.5022099999999999
37,23,1,0.0
37,24,1,0.0
38,1,1,0.0
38,2,1,0.0
38,3,1,0.0
38,4,1,0.0
38,5,1,0.0
38,6,1,0.0
38,7,1,0.0
38,8,1,0.0
38,9,1,0.0
38,10,1,0.0
38,11,1,0.0
38,12,1,0.0
38,13,0,0.44195999999999996
38,14,0,0.47123000000000004
38,15,0,0.41463
38,16,1,0.0
38,17,1,0.0
38,18,1,0.0
38,19,0,0.46299999999999997
38,20,0,0.52142
38,21,1,0.0
38,22,1,0.0
38,23,1,0.0
38,24,1,0.0
39,1,1,0.0
39,2,1,0.0
39,3,1,0.0
39,4,1,0.0
39,5,1,0.0
39,6,1,0.0
39,7,1,0.0
39,8,1,0.0
39,9,1,0.0
39,10,0,0.395055
39,11,0,0.461505
39,12,1,0.0
39,13,1,0.0
39,14,0,0.4547
39,15,0,0.468665
39,16,1,0.0
39,17,1,0.0
39,18,0,0.397565
39,19,1,0.0
39,20,1,0.0
39,21,1,0.0
39,22,1,0.0
39,23,1,0.0
39,24,1,0.0
40,1,1,0.0
40,2,1,0.0
40,3,1,0.0
40,4,1,0.0
40,5,1,0.0
40,6,1,0.0
40,7,1,0.0
40,8,1,0.0
40,9,1,0.0
40,10,1,0.0
40,11,1,0.0
40,12,1,0.0
40,13,1,0.0
40,14,1,0.0
40,15,1,0.0
40,16,0,0.446065
40,17,0,0.487825
40,18,0,0.40588500000000005
40,19,1,0.0
40,20,1,0.0
40,21,1,0.0
40,22,1,0.0
40,23,1,0.0
40,24,1,0.0
41,1,1,0.0
41,2,1,0.0
41,3,1,0.0
41,4,1,0.0
41,5,1,0.0
41,6,1,0.0
41,7,1,0.0
41,8,1,0.0
41,9,1,0.0
41,10,1,0.0
41,11,1,0.0
41,12,1,0.0
41,13,1,0.0
41,14,1,0.0
41,15,1,0.0
41,16,1,0.0
41,17,0,0.46271
41,18,0,0.679285
41,19,0,0.49747
41,20,0,0.58858
41,21,0,0.5397850000000001
41,22,0,0.49968
41,23,1,0.0
41,24,1,0.0
42,1,1,0.0
42,2,1,0.0
42,3,1,0.0
42,4,1,0.0
42,5,1,0.0
42,6,1,0.0
42,7,1,0.0
42,8,1,0.0
42,9,1,0.0
42,10,1,0.0
42,11,1,0.0
42,12,1,0.0
42,13,0,0.5654549999999999
42,14,0,0.52351
42,15,0,0.621205
42,16,0,0.526885
42,17,0,0.426515
42,18,1,0.0
42,19,1,0.0
42,20,0,0.625785
42,21,0,0.413715
42,22,0,0.461515
42,23,1,0.0
42,24,1,0.0
43,1,1,0.0
43,2,1,0.0
43,3,1,0.0
43,4,1,0.0
43,5,1,0.0
43,6,1,0.0
43,7,1,0.0
43,8,1,0.0
43,9,1,0.0
43,10,0,0.666315
43,11,0,0.6055550000000001
43,12,0,0.45006500000000005
43,13,1,0.0
43,14,1,0.0
43,15,1,0.0
43,16,1,0.0
43,17,1,0.0
43,18,1,0.0
43,19,1,0.0
43,20,1,0.0
43,21,1,0.0
43,22,1,0.0
43,23,1,0.0
43,24,1,0.0
44,1,1,0.0
44,2,1,0.0
44,3,1,0.0
44,4,1,0.0
44,5,1,0.0
44,6,1,0.0
44,7,1,0.0
44,8,1,0.0
44,9,1,0.0
44,10,1,0.0
44,11,0,0.53645
44,12,1,0.0
44,13,0,0.7054299999999999
44,14,0,0.661485
44,15,0,0.48863500000000004
44,16,0,0.497665
44,17,0,0.426985
44,18,0,0.456355
44,19,1,0.0
44,20,1,0.0
44,21,1,0.0
44,22,1,0.0
44,23,1,0.0
44,24,1,0.0
45,1,1,0.0
45,2,1,0.0
45,3,1,0.0
45,4,1,0.0
45,5,1,0.0
45,6,1,0.0
45,7,1,0.0
45,8,1,0.0
45,9,0,0.5295000000000001
45,10,1,0.0
45,11,0,0.44917
45,12,0,0.42128
45,13,1,0.0
45,14,1,0.0
45,15,0,0.548365
45,16,0,0.60104
45,17,0,0.5993850000000001
45,18,0,0.424545
45,19,1,0.0
45,20,1,0.0
45,21,1,0.0
45,22,1,0.0
45,23,1,0.0
45,24,1,0.0
46,1,1,0.0
46,2,1,0.0
46,3,1,0.0
46,4,1,0.0
46,5,1,0.0
46,6,1,0.0
46,7,1,0.0
46,8,1,0.0
46,9,1,0.0
46,10,1,0.0
46,11,1,0.0
46,12,0,0.400905
46,13,0,0.47552000000000005
46,14,0,0.523435
46,15,0,0.719735
46,16,0,0.618365
46,17,1,0.0
46,18,1,0.0
46,19,1,0.0
46,20,1,0.0
46,21,1,0.0
46,22,1,0.0
46,23,1,0.0
46,24,1,0.0
47,1,1,0.0
47,2,1,0.0
47,3,1,0.0
47,4,1,0.0
47,5,1,0.0
47,6,1,0.0
47,7,1,0.0
47,8,1,0.0
47,9,1,0.0
47,10,1,0.0
47,11,1,0.0
47,12,1,0.0
47,13,0,0.5041749999999999
47,14,1,0.0
47,15,1,0.0
47,16,1,0.0
47,17,1,0.0
47,18,0,0.44281
47,19,0,0.4628
47,20,1,0.0
47,21,1,0.0
47,22,1,0.0
47,23,1,0.0
47,24,1,0.0
48,1,1,0.0
48,2,1,0.0
48,3,1,0.0
48,4,1,0.0
48,5,1,0.0
48,6,1,0.0
48,7,1,0.0
48,8,1,0.0
48,9,0,0.587585
48,10,0,0.41296999999999995
48,11,0,0.487185
48,12,1,0.0
48,13,1,0.0
48,14,1,0.0
48,15,1,0.0
48,16,0,0.452915
48,17,1,0.0
48,18,1,0.0
48,19,1,0.0
48,20,0,0.39752000000000004
48,21,1,0.0
48,22,1,0.0
48,23,1,0.0
48,24,1,0.0
49,1,1,0.0
49,2,1,0.0
49,3,1,0.0
49,4,1,0.0
49,5,1,0.0
49,6,1,0.0
49,7,1,0.0
49,8,0,0.394575
49,9,0,0.455265
49,10,0,0.717795
49,11,0,0.44763000000000003
49,12,1,0.0
49,13,1,0.0
49,14,1,0.0
49,15,0,0.392915
49,16,1,0.0
49,17,0,0.6944849999999999
49,18,0,0.7228650000000001
49,19,0,0.7847749999999999
49,20,0,0.896065
49,21,0,0.473585
49,22,1,0.0
49,23,1,0.0
49,24,1,0.0
50,1,1,0.0
50,2,1,0.0
50,3,1,0.0
50,4,1,0.0
50,5,1,0.0
50,6,1,0.0
50,7,1,0.0
50,8,1,0.0
50,9,1,0.0
50,10,1,0.0
50,11,1,0.0
50,12,1,0.0
50,13,1,0.0
50,14,0,0.61609
50,15,0,0.749775
50,16,0,0.6859000000000001
50,17,0,0.42538000000000004
50,18,1,0.0
50,19,1,0.0
50,20,1,0.0
50,21,0,0.41838000000000003
50,22,1,0.0
50,23,1,0.0
50,24,1,0.0
51,1,1,0.0
51,2,1,0.0
51,3,1,0.0
51,4,1,0.0
51,5,1,0.0
51,6,1,0.0
51,7,1,0.0
51,8,1,0.0
51,9,0,0.38421999999999995
51,10,0,0.586815
51,11,0,0.408785
51,12,0,0.44571500000000003
51,13,1,0.0
51,14,1,0.0
51,15,1,0.0
51,16,1,0.0
51,17,0,0.60738
51,18,0,0.664515
51,19,0,0.68869
51,20,1,0.0
51,21,1,0.0
51,22,1,0.0
51,23,1,0.0
51,24,1,0.0
52,1,1,0.0
52,2,1,0.0
52,3,1,0.0
52,4,1,0.0
52,5,1,0.0
52,6,1,0.0
52,7,0,0.4544
52,8,0,0.44961
52,9,1,0.0
52,10,0,0.85858
52,11,0,0.89554
52,12,0,0.570295
52,13,1,0.0
52,14,1,0.0
52,15,0,0.43576
52,16,0,0.51677
52,17,0,0.712565
52,18,0,0.59474
52,19,0,0.790345
52,20,0,0.61659
52,21,1,0.0
52,22,1,0.0
52,23,1,0.0
52,24,1,0.0
53,1,1,0.0
53,2,1,0.0
53,3,1,0.0
53,4,1,0.0
53,5,1,0.0
53,6,1,0.0
53,7,1,0.0
53,8,1,0.0
53,9,1,0.0
53,10,1,0.0
53,11,1,0.0
53,12,1,0.0
53,13,0,0.554525
53,14,0,0.449035
53,15,1,0.0
53,16,1,0.0
53,17,1,0.0
53,18,1,0.0
53,19,1,0.0
53,20,0,0.56683
53,21,0,0.57313
53,22,1,0.0
53,23,1,0.0
53,24,1,0.0
54,1,1,0.0
54,2,1,0.0
54,3,1,0.0
54,4,1,0.0
54,5,1,0.0
54,6,1,0.0
54,7,1,0.0
54,8,1,0.0
54,9,1,0.0
54,10,1,0.0
54,11,1,0.0
54,12,0,0.42636
54,13,1,0.0
54,14,1,0.0
54,15,0,0.38325
54,16,1,0.0
54,17,1,0.0
54,18,1,0.0
54,19,0,0.57938
54,20,0,0.42707
54,21,0,0.42832000000000003
54,22,1,0.0
54,23,0,0.45500500000000005
54,24,1,0.0
55,1,1,0.0
55,2,1,0.0
55,3,1,0.0
55,4,1,0.0
55,5,1,0.0
55,6,1,0.0
55,7,1,0.0
55,8,1,0.0
55,9,1,0.0
55,10,1,0.0
55,11,1,0.0
55,12,0,0.51906
55,13,0,0.734565
55,14,0,0.49544499999999997
55,15,0,0.74065
55,16,0,0.58235
55,17,0,0.5376249999999999
55,18,0,0.47359500000000004
55,19,0,0.497385
55,20,1,0.0
55,21,1,0.0
55,22,1,0.0
55,23,1,0.0
55,24,1,0.0
56,1,1,0.0
56,2,1,0.0
56,3,1,0.0
56,4,1,0.0
56,5,1,0.0
56,6,1,0.0
56,7,1,0.0
